Ente;Misura;Tipo;Annualit… precedenti;2007;2008;2009;2010;2011;2012;2013
C.M. Colline Metallifere;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;DOMANDE PAGAMENTO SALDO;0;0;0;47415,04;0;0;0;0
C.M. Colline Metallifere;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;LIQUIDATO PER COMPETENZA;0;0;0;47415,04;0;0;0;0
C.M. Colline Metallifere;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;47415,04;0;0
C.M. Colline Metallifere;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;AUTORIZZATO PER COMPETENZA;0;0;0;47415,04;0;0;0;0
C.M. Colline Metallifere;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;47415,04;0;0
C.M. Colline Metallifere;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;PAGATO PER COMPETENZA;0;0;0;47415,05;0;0;0;0
C.M. Colline Metallifere;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;PAGATO PER ANNO SOLARE;0;0;0;0;0;47415,05;0;0
C.M. Colline Metallifere;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;RICHIESTO;0;0;0;10628,1;78637,02;0;0;0
C.M. Colline Metallifere;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;ASSEGNATO PER COMPETENZA;0;0;0;9021,68;23457,16;0;0;0
C.M. Colline Metallifere;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;ASSEGNATO PER ANNO SOLARE;0;0;0;0;9021,68;23457,16;0;0
C.M. Colline Metallifere;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;LIQUIDATO PER COMPETENZA;0;0;0;8897,7;0;0;0;0
C.M. Colline Metallifere;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;LIQUIDATO PER ANNO SOLARE;0;0;0;0;8897,7;0;0;0
C.M. Colline Metallifere;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;AUTORIZZATO PER COMPETENZA;0;0;0;8897,7;0;0;20988,15;0
C.M. Colline Metallifere;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;8897,7;0;20988,15;0
C.M. Colline Metallifere;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;PAGATO PER COMPETENZA;0;0;0;8897,7;0;0;20988,16;0
C.M. Colline Metallifere;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;PAGATO PER ANNO SOLARE;0;0;0;0;8897,7;0;20988,16;0
C.M. Colline Metallifere;(PSR2272) Sostegno agli interventi non produttivi - settore forestale - altri enti;AUTORIZZATO PER COMPETENZA;0;0;0;0;0;0;50000;0
C.M. Colline Metallifere;(PSR2272) Sostegno agli interventi non produttivi - settore forestale - altri enti;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;0;50000;0
C.M. Colline Metallifere;(PSR2272) Sostegno agli interventi non produttivi - settore forestale - altri enti;PAGATO PER COMPETENZA;0;0;0;0;0;0;50000;0
C.M. Colline Metallifere;(PSR2272) Sostegno agli interventi non produttivi - settore forestale - altri enti;PAGATO PER ANNO SOLARE;0;0;0;0;0;0;50000;0
C.M. Colline Metallifere;(PSR311) Diversificazione verso attivit… non agricole;RICHIESTO;0;0;583075,668;1434029,9;462526,9;0;0;0
C.M. Colline Metallifere;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER COMPETENZA;0;0;332829,91;393248,94;545933,85;0;0;0
C.M. Colline Metallifere;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER ANNO SOLARE;0;0;264280,57;370977,96;301423,41;335330,76;0;0
C.M. Colline Metallifere;(PSR311) Diversificazione verso attivit… non agricole;DOMANDE PAGAMENTO ANTICIPO;0;0;9292,25;47578,51;120806,83;0;0;0
C.M. Colline Metallifere;(PSR311) Diversificazione verso attivit… non agricole;DOMANDE PAGAMENTO SALDO;0;0;195463,81;349292,63;69490;0;47861,82;0
C.M. Colline Metallifere;(PSR311) Diversificazione verso attivit… non agricole;IN ISTRUTTORIA;0;0;0;0;38000;0;47861,82;0
C.M. Colline Metallifere;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER COMPETENZA;0;0;204756,06;396871,14;190296,83;0;0;0
C.M. Colline Metallifere;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;148442,62;287953,55;355527,86;0;0
C.M. Colline Metallifere;(PSR311) Diversificazione verso attivit… non agricole;AUTORIZZATO PER COMPETENZA;0;0;270254,09;396871,14;190296,83;0;51164,02;0
C.M. Colline Metallifere;(PSR311) Diversificazione verso attivit… non agricole;AUTORIZZATO PER ANNO SOLARE;0;0;0;79771,64;319200,29;381592,1;128022,05;0
C.M. Colline Metallifere;(PSR311) Diversificazione verso attivit… non agricole;PAGATO PER COMPETENZA;0;0;270254,07;381863,48;190296,84;0;51164,02;0
C.M. Colline Metallifere;(PSR311) Diversificazione verso attivit… non agricole;PAGATO PER ANNO SOLARE;0;0;0;54873,14;344098,78;366584,45;128022,04;0
C.M. Colline Metallifere;(PSR1) PSR - Misura 1 (a) - Investimenti nelle aziende agricole;PAGATO PER COMPETENZA;330556,98;0;0;0;0;0;0;0
C.M. Colline Metallifere;(PSR1) PSR - Misura 1 (a) - Investimenti nelle aziende agricole;PAGATO PER ANNO SOLARE;0;330556,98;0;0;0;0;0;0
C.M. Colline Metallifere;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;DOMANDE PAGAMENTO RINNOVI;0;980561,93;90584,14;72593,03;40896,34;0;0;0
C.M. Colline Metallifere;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;IN ISTRUTTORIA;0;144;0;2937,5;40896,34;0;0;0
C.M. Colline Metallifere;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;RIDUZIONI DA CONTROLLI SIGC;0;47896,49;8581,67;7337,19;0;0;0;0
C.M. Colline Metallifere;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;LIQUIDATO PER COMPETENZA;0;934264,07;82002,47;61196,8;32024,5;0;0;0
C.M. Colline Metallifere;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;LIQUIDATO PER ANNO SOLARE;0;358883,22;530324,07;121641,77;63224,25;35414,53;0;0
C.M. Colline Metallifere;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;AUTORIZZATO PER COMPETENZA;0;934084,07;82002,47;61196,8;32024,5;0;0;0
C.M. Colline Metallifere;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;AUTORIZZATO PER ANNO SOLARE;0;358883,22;542950,57;108835,27;63224,25;32930,35;2484,18;0
C.M. Colline Metallifere;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PAGATO PER COMPETENZA;203541,62;0;0;0;0;0;0;0
C.M. Colline Metallifere;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PAGATO PER ANNO SOLARE;0;203541,62;0;0;0;0;0;0
C.M. Colline Metallifere;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;LIQUIDATO PER COMPETENZA;0;6329,84;0;3164,92;2731,49;3592,39;0;0
C.M. Colline Metallifere;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;12226,25;3592,39;0
C.M. Colline Metallifere;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;AUTORIZZATO PER COMPETENZA;0;6329,84;0;3164,92;2731,49;0;12659,68;0
C.M. Colline Metallifere;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;11516,27;13369,66;0
C.M. Colline Metallifere;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;PAGATO PER COMPETENZA;0;6329,82;0;3164,91;2731,48;0;12659,68;0
C.M. Colline Metallifere;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;PAGATO PER ANNO SOLARE;0;0;0;0;0;11516,21;13369,68;0
C.M. Colline Metallifere;(PSR95) PSR - Misura 9.5 (p) - Diversificazione delle attivit… del settore agricolo;PAGATO PER COMPETENZA;119478,43;0;0;0;0;0;0;0
C.M. Colline Metallifere;(PSR95) PSR - Misura 9.5 (p) - Diversificazione delle attivit… del settore agricolo;PAGATO PER ANNO SOLARE;0;119478,43;0;0;0;0;0;0
C.M. Pratomagno;(PSR112) Insediamento giovani agricoltori;AUTORIZZATO PER COMPETENZA;0;0;0;0;0;0;40000;0
C.M. Pratomagno;(PSR112) Insediamento giovani agricoltori;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;0;40000;0
C.M. Pratomagno;(PSR121) Ammodernamento delle aziende;RICHIESTO;0;0;1031655,13;1250420,12;0;0;0;0
C.M. Pratomagno;(PSR121) Ammodernamento delle aziende;ASSEGNATO PER COMPETENZA;0;0;297192,32;63467,54;0;0;0;0
C.M. Pratomagno;(PSR121) Ammodernamento delle aziende;ASSEGNATO PER ANNO SOLARE;0;0;142585,05;175659,78;42415,03;0;0;0
C.M. Pratomagno;(PSR121) Ammodernamento delle aziende;DOMANDE PAGAMENTO ANTICIPO;0;0;0;10429,51;0;0;0;0
C.M. Pratomagno;(PSR121) Ammodernamento delle aziende;DOMANDE PAGAMENTO SALDO;0;0;271450,72;165015,02;0;0;0;0
C.M. Pratomagno;(PSR121) Ammodernamento delle aziende;LIQUIDATO PER COMPETENZA;0;0;271450,72;175444,53;0;0;0;0
C.M. Pratomagno;(PSR121) Ammodernamento delle aziende;LIQUIDATO PER ANNO SOLARE;0;0;0;271450,72;74992,58;100451,95;0;0
C.M. Pratomagno;(PSR121) Ammodernamento delle aziende;AUTORIZZATO PER COMPETENZA;0;0;271450,72;175444,53;111745,92;0;78786,82;0
C.M. Pratomagno;(PSR121) Ammodernamento delle aziende;AUTORIZZATO PER ANNO SOLARE;0;0;0;137702,48;202263,75;218674,94;78786,82;0
C.M. Pratomagno;(PSR121) Ammodernamento delle aziende;PAGATO PER COMPETENZA;0;0;266958,1;169467,29;111745,91;0;78786,82;0
C.M. Pratomagno;(PSR121) Ammodernamento delle aziende;PAGATO PER ANNO SOLARE;0;0;0;133209,85;200385,75;214575,7;78786,82;0
C.M. Pratomagno;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;RICHIESTO;0;0;325633,645;139542,64;0;0;0;0
C.M. Pratomagno;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;ASSEGNATO PER COMPETENZA;0;0;137759,13;0;0;0;0;0
C.M. Pratomagno;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;ASSEGNATO PER ANNO SOLARE;0;0;0;0;137759,13;0;0;0
C.M. Pratomagno;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;DOMANDE PAGAMENTO SALDO;0;0;137759,13;0;0;0;0;0
C.M. Pratomagno;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;LIQUIDATO PER COMPETENZA;0;0;137759,13;0;0;0;0;0
C.M. Pratomagno;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;LIQUIDATO PER ANNO SOLARE;0;0;0;0;137759,13;0;0;0
C.M. Pratomagno;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;AUTORIZZATO PER COMPETENZA;0;0;137759,13;0;0;0;0;0
C.M. Pratomagno;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;137759,13;0;0;0
C.M. Pratomagno;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;PAGATO PER COMPETENZA;0;0;137759,14;0;0;0;0;0
C.M. Pratomagno;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;PAGATO PER ANNO SOLARE;0;0;0;0;137759,14;0;0;0
C.M. Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;RICHIESTO;0;0;189,7;203;0;0;0;0
C.M. Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;ASSEGNATO PER COMPETENZA;0;0;0;203;0;0;0;0
C.M. Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;ASSEGNATO PER ANNO SOLARE;0;0;0;203;0;0;0;0
C.M. Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;DOMANDE PAGAMENTO SALDO;0;0;0;0;0;203;0;0
C.M. Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;LIQUIDATO PER COMPETENZA;0;0;0;0;0;203;0;0
C.M. Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;203;0;0
C.M. Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;AUTORIZZATO PER COMPETENZA;0;0;0;0;0;203;0;0
C.M. Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;203;0;0
C.M. Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;PAGATO PER COMPETENZA;0;0;0;0;0;203;0;0
C.M. Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;PAGATO PER ANNO SOLARE;0;0;0;0;0;203;0;0
C.M. Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;RICHIESTO;0;29339,19;121649,97;55461,87;0;0;0;0
C.M. Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;DOMANDE PAGAMENTO RINNOVI;0;0;20399,12;31464,36;0;0;0;0
C.M. Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;ASSEGNATO PER COMPETENZA;0;16835;15860,61;30886,68;0;0;0;0
C.M. Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;ASSEGNATO PER ANNO SOLARE;0;0;28972;34610,29;0;0;0;0
C.M. Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;DOMANDE REVOCATE;0;3443,7;7889,7;6082,92;0;0;0;0
C.M. Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;RIDUZIONI DA CONTROLLI SIGC;0;97,99;158,42;6632,77;0;0;0;0
C.M. Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;LIQUIDATO PER COMPETENZA;0;13293,31;28211,61;49635,35;0;0;0;0
C.M. Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;LIQUIDATO PER ANNO SOLARE;0;0;9654,64;31850,28;24569,15;25066,2;0;0
C.M. Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;AUTORIZZATO PER COMPETENZA;0;13293,31;28211,61;49635,35;0;0;0;0
C.M. Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;AUTORIZZATO PER ANNO SOLARE;0;0;9654,64;31850,28;24569,15;25066,2;0;0
C.M. Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;PAGATO PER COMPETENZA;0;13293,3;36091,96;49635,34;0;0;0;0
C.M. Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;PAGATO PER ANNO SOLARE;0;0;9654,64;31850,26;32569,13;24946,57;0;0
C.M. Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;DOMANDE PAGAMENTO RINNOVI;0;5133,27;9481,16;4948,62;4948,62;0;0;0
C.M. Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;IN ISTRUTTORIA;0;0;0;0;4948,62;0;0;0
C.M. Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;RIDUZIONI DA CONTROLLI SIGC;0;0;56,39;0;0;0;0;0
C.M. Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;LIQUIDATO PER COMPETENZA;0;17277,08;21428,99;0;0;0;0;0
C.M. Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;LIQUIDATO PER ANNO SOLARE;0;0;17277,08;21428,99;0;0;0;0
C.M. Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;AUTORIZZATO PER COMPETENZA;0;17277,08;21428,99;17089,85;0;0;0;0
C.M. Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;AUTORIZZATO PER ANNO SOLARE;0;0;17277,08;21300,73;17218,11;0;0;0
C.M. Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;PAGATO PER COMPETENZA;32925,61;17219,34;21428,98;17034,66;0;0;0;0
C.M. Pratomagno;(PSR2080) Reg.(CE)2080/92 Forestazione;PAGATO PER ANNO SOLARE;0;28620,77;15947,62;26249,34;17218,09;0;572,77;0
C.M. Pratomagno;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;DOMANDE PAGAMENTO SALDO;0;0;87887,36;0;0;0;0;0
C.M. Pratomagno;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;LIQUIDATO PER COMPETENZA;0;0;87887,36;0;0;0;0;0
C.M. Pratomagno;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;87887,36;0;0
C.M. Pratomagno;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;AUTORIZZATO PER COMPETENZA;0;0;87887,36;0;0;0;0;0
C.M. Pratomagno;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;87887,36;0;0
C.M. Pratomagno;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;PAGATO PER COMPETENZA;0;0;87887,36;0;0;0;0;0
C.M. Pratomagno;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;PAGATO PER ANNO SOLARE;0;0;0;0;0;87887,36;0;0
C.M. Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;RICHIESTO;0;0;373330;684512;0;0;0;0
C.M. Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER COMPETENZA;0;0;0;130200;0;0;0;0
C.M. Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER ANNO SOLARE;0;0;0;0;130200;0;0;0
C.M. Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;DOMANDE PAGAMENTO SALDO;0;0;0;130200;0;0;0;0
C.M. Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER COMPETENZA;0;0;0;130200;0;0;0;0
C.M. Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;0;130200;0;0;0
C.M. Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;AUTORIZZATO PER COMPETENZA;0;0;0;130200;15600;0;17826;0
C.M. Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;130200;15600;17826;0
C.M. Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;PAGATO PER COMPETENZA;0;0;0;130200;15600;0;17826;0
C.M. Pratomagno;(PSR311) Diversificazione verso attivit… non agricole;PAGATO PER ANNO SOLARE;0;0;0;0;130200;15600;17826;0
C.M. Pratomagno;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;DOMANDE PAGAMENTO RINNOVI;0;338407,08;114865,66;106321,34;76262,79;0;0;0
C.M. Pratomagno;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;IN ISTRUTTORIA;0;13366,7;2340;1377;76262,79;0;0;0
C.M. Pratomagno;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;RIDUZIONI DA CONTROLLI SIGC;0;25337,41;14091,2;16338,02;0;0;0;0
C.M. Pratomagno;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;LIQUIDATO PER COMPETENZA;0;291832,73;98640,93;88606,32;64935,38;0;0;0
C.M. Pratomagno;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;LIQUIDATO PER ANNO SOLARE;0;46574,26;198040,45;222661,89;6193,44;70545,32;0;0
C.M. Pratomagno;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;AUTORIZZATO PER COMPETENZA;0;291607,73;98865,93;88606,32;64935,38;0;0;0
C.M. Pratomagno;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;AUTORIZZATO PER ANNO SOLARE;0;46349,26;227418,16;193509,18;6193,44;70545,32;0;0
C.M. Pratomagno;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PAGATO PER COMPETENZA;90717,27;0;0;0;0;0;0;0
C.M. Pratomagno;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PAGATO PER ANNO SOLARE;0;75310,09;15407,18;0;0;0;0;0
C.M. Pratomagno;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;LIQUIDATO PER COMPETENZA;0;454,7;0;0;0;0;0;0
C.M. Pratomagno;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;454,7;0;0
C.M. Pratomagno;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;AUTORIZZATO PER COMPETENZA;0;454,7;0;0;0;0;0;0
C.M. Pratomagno;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;454,7;0;0
C.M. Pratomagno;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;PAGATO PER COMPETENZA;0;454,68;0;0;0;0;0;0
C.M. Pratomagno;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;PAGATO PER ANNO SOLARE;0;0;0;0;0;454,68;0;0
Unione di Comuni Pratomagno;(PSR112) Insediamento giovani agricoltori;RICHIESTO;0;0;0;0;40000;0;0;0
Unione di Comuni Pratomagno;(PSR112) Insediamento giovani agricoltori;ASSEGNATO PER COMPETENZA;0;0;0;0;0;0;203375;0
Unione di Comuni Pratomagno;(PSR112) Insediamento giovani agricoltori;ASSEGNATO PER ANNO SOLARE;0;0;0;0;0;0;203375;0
Unione di Comuni Pratomagno;(PSR112) Insediamento giovani agricoltori;LIQUIDATO PER COMPETENZA;0;0;0;0;0;0;40000;0
Unione di Comuni Pratomagno;(PSR112) Insediamento giovani agricoltori;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;0;40000;0
Unione di Comuni Pratomagno;(PSR121) Ammodernamento delle aziende;RICHIESTO;0;0;0;0;670432;0;0;0
Unione di Comuni Pratomagno;(PSR121) Ammodernamento delle aziende;ASSEGNATO PER COMPETENZA;0;0;0;0;208618,03;0;23372,64;0
Unione di Comuni Pratomagno;(PSR121) Ammodernamento delle aziende;ASSEGNATO PER ANNO SOLARE;0;0;0;0;184459,11;24158,92;23372,64;0
Unione di Comuni Pratomagno;(PSR121) Ammodernamento delle aziende;DOMANDE PAGAMENTO ANTICIPO;0;0;0;0;0;78786,82;0;0
Unione di Comuni Pratomagno;(PSR121) Ammodernamento delle aziende;DOMANDE PAGAMENTO SALDO;0;0;0;0;111745,92;0;0;0
Unione di Comuni Pratomagno;(PSR121) Ammodernamento delle aziende;IN ISTRUTTORIA;0;0;0;0;0;78786,82;0;0
Unione di Comuni Pratomagno;(PSR121) Ammodernamento delle aziende;LIQUIDATO PER COMPETENZA;0;0;0;0;111745,92;0;0;0
Unione di Comuni Pratomagno;(PSR121) Ammodernamento delle aziende;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;111745,92;0;0
Unione di Comuni Pratomagno;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;RICHIESTO;0;0;0;0;139542,64;0;0;0
Unione di Comuni Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;RICHIESTO;0;0;0;0;3686,35;0;0;0
Unione di Comuni Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;ASSEGNATO PER COMPETENZA;0;0;0;0;3035,88;0;0;0
Unione di Comuni Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;ASSEGNATO PER ANNO SOLARE;0;0;0;0;2821,02;214,86;0;0
Unione di Comuni Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;DOMANDE PAGAMENTO SALDO;0;0;0;0;2440,11;210;674,32;0
Unione di Comuni Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;DOMANDE REVOCATE;0;0;0;-673,4;0;0;0;0
Unione di Comuni Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;LIQUIDATO PER COMPETENZA;0;0;0;0;2440,11;210;889,18;0
Unione di Comuni Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;2650,11;889,18;0
Unione di Comuni Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;AUTORIZZATO PER COMPETENZA;0;0;0;0;2440,11;210;889,18;0
Unione di Comuni Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;2650,11;889,18;0
Unione di Comuni Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;PAGATO PER COMPETENZA;0;0;0;0;2440,14;210;889,18;0
Unione di Comuni Pratomagno;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;PAGATO PER ANNO SOLARE;0;0;0;0;0;2650,14;889,18;0
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;RICHIESTO;0;0;0;0;90256,59;0;0;0
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;DOMANDE PAGAMENTO RINNOVI;0;0;0;0;50235,21;0;0;0
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;ASSEGNATO PER COMPETENZA;0;0;0;0;10689;0;0;0
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;ASSEGNATO PER ANNO SOLARE;0;0;0;0;10689;0;0;0
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;DOMANDE REVOCATE;0;0;0;738;0;0;0;0
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;IN ISTRUTTORIA;0;0;0;0;17226,19;0;0;0
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;RIDUZIONI DA CONTROLLI SIGC;0;0;0;0;3717,2;0;0;0
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;LIQUIDATO PER COMPETENZA;0;0;0;0;39980,82;0;5763,61;0
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;17353,06;28391,37;0
Unione di Comuni Pratomagno;(PSR214) Indennit… per gli interventi agroambientali;AUTORIZZATO PER COMPETENZA;0;0;0;0;39980,82;0;5763,61;0
